,firstSeen,askPrice,isNew,color,brandName,modelName,vf_Seats,vf_WheelBaseShort,vf_Wheels,vf_Windows
3,2019-05-06,12387,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
20,2019-05-07,16671,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
43,2019-05-07,12959,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
109,2019-05-11,15900,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
118,2019-05-13,12998,False,Mosaic Black Metallic,CHEVROLET,Sonic,5,99.4,4,4
141,2019-05-11,15999,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
202,2019-05-10,19221,False,Blue Velvet Metallic,CHEVROLET,Impala,5,111.70,4,4
228,2019-06-16,12975,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
242,2019-06-16,12875,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
266,2019-06-22,12925,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
293,2019-06-16,12988,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
310,2019-06-16,12861,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
367,2019-06-30,12994,False,Nightfall Gray Metallic,CHEVROLET,Cruze,5,106.3,4,6
491,2019-06-16,13176,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
495,2019-06-16,12896,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
579,2019-06-16,12898,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
651,2019-08-31,15997,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
846,2019-10-06,11574,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
883,2019-10-18,11989,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
898,2019-08-07,17985,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.70,4,4
1006,2019-11-29,10798,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
1149,2017-11-22,11998,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
1249,2019-12-25,12835,False,Summit White,BUICK,Regal,5,111.4,4,6
1336,2019-12-26,13998,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
1447,2020-02-15,15539,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.70,4,4
1492,2020-04-09,10996,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
1584,2020-05-03,8482,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
1598,2020-05-03,8481,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
1599,2020-05-07,11283,False,Red Hot,CHEVROLET,Cruze,5,106.30,4,4
1649,2020-05-10,10948,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,4
1651,2020-05-16,14887,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.70,4,4
1654,2020-05-10,13727,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
1676,2020-05-06,13736,False,Shadow Gray Metallic,CHEVROLET,Malibu,5,111.40,4,4
1687,2020-05-28,12522,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
1698,2020-05-28,14638,False,Summit White,CHEVROLET,Impala,5,111.70,4,4
1738,2018-06-01,0,False,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
2226,2017-10-01,30462,False,Summit White,BUICK,LaCrosse,5,114.4,4,4
3374,2018-09-28,16962,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
5529,2019-02-15,29962,False,Black,CADILLAC,ATS,5,109.30,4,4
5546,2018-11-14,17462,False,Black,CHEVROLET,Impala,5,111.7,4,4
6358,2018-11-10,24962,False,Nightfall Gray Metallic,CHEVROLET,Impala,5,111.70,4,4
6495,2019-02-02,15962,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,6
6563,2019-04-18,28962,False,White,CADILLAC,ATS,5,109.30,4,4
11249,2018-06-01,0,False,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
11747,2017-10-01,30462,False,Summit White,BUICK,LaCrosse,5,114.4,4,4
12409,2017-12-05,17962,False,Blue Velvet Metallic,CHEVROLET,Malibu,5,111.4,4,4
12726,2018-09-27,0,False,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
12750,2018-03-18,0,False,Quicksilver Metallic,BUICK,LaCrosse,5,114.4,4,4
14399,2019-03-05,0,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
14611,2019-03-05,0,False,Black,CADILLAC,ATS,5,109.30,4,4
14642,2018-11-23,0,False,Black,CHEVROLET,Impala,5,111.7,4,4
14750,2019-04-07,0,False,Red,CADILLAC,CTS,5,114.60,4,4
14863,2019-04-09,0,False,Pepperdust Metallic,CHEVROLET,Malibu,5,111.4,4,4
14876,2019-03-26,0,False,Black Raven,CADILLAC,CTS,5,114.60,4,4
15292,2018-11-10,22962,False,Nightfall Gray Metallic,CHEVROLET,Impala,5,111.70,4,4
15407,2019-02-08,0,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,6
15517,2019-04-12,0,False,White,CADILLAC,ATS,5,109.30,4,4
16238,2019-02-01,0,False,Black,CHEVROLET,Cruze,5,106.30,4,6
20071,2018-06-30,11494,False,Nightfall Gray Metallic,CHEVROLET,Sonic,5,99.4,4,4
20075,2018-06-30,22594,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
20135,2018-07-26,0,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
20171,2018-06-30,17294,False,Quicksilver Metallic,BUICK,Verano,5,105.7,4,4
20185,2018-07-26,19694,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
20505,2018-09-23,20494,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
20507,2018-09-02,19999,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
20511,2018-09-28,11994,False,Tungsten Metallic,CHEVROLET,Cruze,5,106.3,4,4
20598,2018-10-07,15494,False,Arctic Blue Metallic,CHEVROLET,Malibu,5,111.4,4,4
20661,2018-08-04,25494,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
20662,2018-09-21,19999,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
20763,2018-12-13,11494,False,Red Hot,CHEVROLET,Sonic,5,99.40,4,4
20841,2018-12-29,0,False,Pepperdust Metallic,CHEVROLET,Impala,5,111.7,4,4
21008,2019-01-30,12258,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
21119,2019-01-03,14896,False,Pepperdust Metallic,CHEVROLET,Impala,5,111.7,4,4
21153,2018-10-12,20258,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
21387,2018-11-11,17290,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
21534,2018-10-31,17718,False,Black,CHEVROLET,Impala,5,111.7,4,4
21650,2019-01-25,15545,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
21745,2019-05-19,18433,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
21757,2019-05-10,12554,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
21764,2019-05-16,15406,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
21789,2019-01-25,30052,False,Black Raven,CADILLAC,XTS,5,111.70,4,4
21824,2019-05-10,15767,False,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
21845,2018-12-29,17446,False,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
22153,2019-06-20,14711,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
22154,2019-06-20,15441,False,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
22177,2019-07-19,0,False,Black Metallic,CHEVROLET,Impala,5,111.7,4,4
22216,2019-06-14,15514,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
22294,2019-07-26,21814,False,Graphite Metallic,CHEVROLET,Impala,5,111.7,4,4
22312,2019-08-04,15285,False,Gray Metallic,CHEVROLET,Malibu,5,111.40,4,4
22760,2019-09-24,22879,False,Black Raven,CADILLAC,XTS,5,111.70,4,4
22793,2019-09-05,14271,False,Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
22807,2019-06-02,22842,False,Black,CHEVROLET,Impala,5,111.70,4,4
22893,2019-09-24,14271,False,Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
22930,2019-06-13,16767,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
22956,2019-10-04,21196,False,Black Metallic,CHEVROLET,Impala,5,111.70,4,4
23289,2019-12-17,9745,False,Gray Metallic,CHEVROLET,Spark,4,93.9,4,4
23366,2019-12-31,0,False,Black Metallic,CADILLAC,CT6,5,122.40,4,4
23458,2019-04-06,34331,False,Black Raven,CADILLAC,CTS,5,114.60,4,4
23531,2019-10-18,13679,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
23580,2019-10-24,11328,False,Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
23644,2020-01-18,14934,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
23645,2020-01-18,14493,False,blue velvet metallic,CHEVROLET,Malibu,5,111.4,4,4
23662,2020-01-23,19186,False,Black,CHEVROLET,Impala,5,111.70,4,4
23668,2020-02-21,15280,False,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
23752,2020-02-29,16358,False,Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
23836,2020-03-12,14198,False,Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
24186,2018-07-06,14439,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
24542,2018-07-06,15990,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
24570,2018-12-09,12990,False,Kinetic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
24654,2019-03-29,14499,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
24770,2019-03-29,12490,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
25196,2019-11-01,9208,False,Gray Metallic,CHEVROLET,Spark,4,93.9,4,4
25277,2020-01-22,12999,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
25305,2020-02-01,12499,False,Arctic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
25321,2020-02-19,10499,False,Arctic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
25377,2020-04-07,15100,False,Summit White,CHEVROLET,Malibu,5,111.40,4,4
28936,2018-05-29,14258,True,Summit White,CHEVROLET,Cruze,5,106.30,4,4
28937,2018-03-20,13908,True,Black Metallic,CHEVROLET,Cruze,5,106.30,4,4
28943,2018-11-17,14771,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
28945,2018-11-13,38972,True,Cajun Red Tintcoat,CHEVROLET,Bolt EV,5,102.40,4,4
28957,2018-09-15,19471,False,Sandy Ridge Metallic,CHEVROLET,Malibu,5,111.4,4,4
28959,2018-10-02,16871,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,5,111.4,4,4
28960,2018-07-19,20014,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
28961,2018-06-04,14258,True,Black Metallic,CHEVROLET,Cruze,5,106.30,4,4
28962,2018-04-13,12908,True,Red,CHEVROLET,Cruze,5,106.30,4,4
28964,2018-01-11,14472,True,Red Hot,CHEVROLET,Cruze,5,106.30,4,4
28965,2018-06-19,21288,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
28966,2018-06-20,17606,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
28967,2018-06-19,17472,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
28969,2018-12-01,15472,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
28978,2018-11-10,13972,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
28982,2018-11-02,13972,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
28985,2018-10-12,13572,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
29000,2018-05-02,20346,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29005,2018-04-05,18199,True,Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
29011,2018-12-01,18571,False,Black,CHEVROLET,Impala,5,111.7,4,4
29012,2018-11-30,16972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29017,2018-11-09,34630,True,Black,CHEVROLET,Impala,5,111.70,4,4
29020,2017-07-19,25081,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29023,2018-05-08,18472,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29026,2018-11-17,14871,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29031,2018-10-13,27530,True,Shadow Gray Metallic,CHEVROLET,Malibu,5,111.40,4,4
29058,2018-10-13,27530,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
29077,2018-08-30,26272,True,Satin Steel Metallic,CHEVROLET,Volt,5,106.1,4,6
29080,2018-09-25,14571,False,Graphite Gray Metallic,BUICK,Verano,5,105.7,4,4
29092,2018-11-09,34272,True,Kinetic Blue Metallic,CHEVROLET,Bolt EV,5,102.40,4,4
29100,2018-07-30,15312,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29103,2018-05-22,15312,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29104,2018-07-30,16947,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29109,2018-05-29,12781,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,4
29112,2018-04-30,15358,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29113,2018-07-30,15312,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29144,2018-09-07,27972,True,Satin Steel Metallic,CHEVROLET,Volt,5,106.1,4,6
29147,2018-05-08,22588,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29163,2018-10-09,17971,False,Pepperdust Metallic,CHEVROLET,Malibu,5,111.4,4,4
29167,2018-02-19,13972,True,Red Hot,CHEVROLET,Cruze,5,106.30,4,4
29174,2018-11-08,14372,False,Arctic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
29175,2018-02-09,14278,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.30,4,4
29176,2018-05-14,16971,True,Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29186,2018-11-15,15271,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29190,2018-10-18,22162,True,Pacific Blue Metallic,CHEVROLET,Malibu,5,111.40,4,4
29200,2018-08-30,26972,True,Cajun Red Tintcoat,CHEVROLET,Volt,5,106.1,4,6
29201,2018-07-13,12781,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,4
29209,2018-12-04,13972,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
29217,2018-11-22,14571,False,Kinetic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
29223,2018-11-03,37472,True,Nightfall Gray Metallic,CHEVROLET,Bolt EV,5,102.40,4,4
29225,2018-10-20,21872,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29228,2018-10-09,13971,False,Arctic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
29233,2018-08-13,10671,True,Gray,CHEVROLET,Spark,4,93.90,4,4
29249,2018-06-15,19372,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29250,2018-02-02,13972,True,Summit White,CHEVROLET,Cruze,5,106.30,4,4
29252,2018-07-19,26972,True,Kinetic Blue Metallic,CHEVROLET,Volt,5,106.1,4,6
29260,2018-02-17,13972,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.30,4,4
29261,2018-07-19,16971,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29265,2018-12-05,13972,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
29270,2018-11-20,28371,False,Black,CHEVROLET,Impala,5,111.70,4,4
29276,2018-01-25,16678,True,Graphite Metallic,CHEVROLET,Cruze,5,106.30,4,6
29278,2018-04-18,18771,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29284,2018-11-15,15771,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29286,2017-12-12,15641,True,Black,CHEVROLET,Cruze,5,106.30,4,6
29289,2018-02-19,14272,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,4
29290,2018-05-01,20572,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
29294,2018-08-21,26672,True,Mosaic Black Metallic,CHEVROLET,Volt,5,106.1,4,6
29296,2018-08-13,13334,True,Mosaic Black,CHEVROLET,Spark,4,93.90,4,4
29301,2018-07-16,16971,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29302,2018-02-19,15972,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
29306,2017-12-12,15972,True,Satin Steel Metallic,CHEVROLET,Cruze,5,106.3,4,4
29309,2018-09-07,12772,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
29310,2018-06-19,20272,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29315,2018-12-20,17972,False,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29325,2018-12-05,37866,True,Black,CHEVROLET,Impala,5,111.70,4,4
29332,2018-11-27,16972,False,Kinetic Blue Metallic,CHEVROLET,Cruze,5,160.30,4,6
29338,2018-11-09,14979,True,Gray Metallic,CHEVROLET,Sonic,5,99.40,4,4
29354,2018-05-01,19372,True,Pepperdust Metallic,CHEVROLET,Malibu,5,111.4,4,4
29355,2018-06-17,19102,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29361,2018-07-13,16670,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
29362,2018-08-13,19339,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29365,2018-12-15,13772,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
29373,2018-10-29,37472,True,Summit White,CHEVROLET,Bolt EV,5,102.40,4,4
29378,2018-02-12,13972,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,4
29379,2018-06-05,17672,True,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.30,4,6
29390,2018-12-19,20571,True,Pepperdust Metallic,CHEVROLET,Cruze,5,106.30,4,4
29392,2018-12-08,13771,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
29400,2018-10-16,15672,False,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
29415,2018-08-10,31372,True,Mosaic Black Metallic,CHEVROLET,Volt,5,106.10,4,6
29416,2018-02-19,12471,True,Black Metallic,CHEVROLET,Cruze,5,106.30,4,4
29417,2018-06-05,19935,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29420,2018-09-25,39580,True,Gray Metallic,CHEVROLET,Bolt EV,5,102.40,4,4
29421,2018-08-04,31372,True,Mosaic Black Metallic,CHEVROLET,Volt,5,106.10,4,6
29423,2018-02-12,16972,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
29425,2018-05-01,19372,True,Pepperdust Metallic,CHEVROLET,Malibu,5,111.4,4,4
29426,2018-08-22,28872,True,Iridescent Pearl Tricoat,CHEVROLET,Volt,5,106.1,4,6
29435,2018-12-07,14771,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29436,2018-12-06,14972,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,6
29439,2018-12-01,18171,False,Black,CHEVROLET,Impala,5,111.7,4,4
29440,2018-12-01,17971,False,Black,CHEVROLET,Impala,5,111.7,4,4
29446,2018-11-13,11355,True,Mosaic Black,CHEVROLET,Spark,4,93.90,4,4
29466,2018-12-11,16772,False,Red Tintcoat,CHEVROLET,Cruze,5,160.30,4,6
29467,2018-12-11,17772,False,Black Metallic,CHEVROLET,Volt,5,106.10,4,6
29470,2018-12-08,14571,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29484,2018-10-09,16971,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29487,2018-02-12,14172,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.30,4,4
29488,2018-06-14,19372,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29491,2017-12-14,15872,True,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
29509,2018-10-31,37772,True,Kinetic Blue Metallic,CHEVROLET,Bolt EV,5,102.40,4,4
29518,2018-06-19,22972,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29530,2018-06-12,19935,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29531,2018-05-22,18872,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29532,2018-07-19,16971,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29537,2018-06-20,19935,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29555,2018-12-01,17771,False,Black,CHEVROLET,Impala,5,111.7,4,4
29556,2018-12-01,18371,False,Black,CHEVROLET,Impala,5,111.7,4,4
29566,2018-06-15,25092,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29582,2018-02-01,14571,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29590,2018-12-06,16972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29604,2018-11-27,17772,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29609,2018-11-07,17972,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29615,2019-01-03,17971,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29621,2018-11-07,18872,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29623,2018-11-03,17471,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29629,2018-12-29,14571,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29636,2018-11-20,11971,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
29638,2018-11-08,16372,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
29644,2018-03-27,19177,True,Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29646,2017-12-26,14971,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,6
29666,2018-12-29,16771,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
29676,2017-12-18,17972,True,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
29682,2019-01-03,17971,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29684,2018-12-29,16971,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29700,2018-11-07,17872,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29704,2018-06-19,19972,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29709,2019-01-03,17871,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29710,2019-01-03,17571,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,5,111.4,4,4
29725,2017-12-26,16698,True,Black,CHEVROLET,Cruze,5,106.30,4,6
29728,2018-08-13,22179,True,Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
29760,2018-10-29,38272,True,Mosaic Black Metallic,CHEVROLET,Bolt EV,5,102.40,4,4
29763,2017-12-26,14971,True,Gray Metallic,CHEVROLET,Cruze,5,106.30,4,6
29764,2017-12-26,16668,True,Silver Ice Metallic,CHEVROLET,Cruze,5,106.30,4,6
29770,2019-01-01,13972,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
29776,2018-11-27,15194,True,Black Metallic,CHEVROLET,Sonic,5,99.40,4,4
29779,2018-07-13,24760,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29799,2018-11-13,12571,False,Arctic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
29813,2017-12-26,18014,True,Black,CHEVROLET,Cruze,5,106.30,4,6
29822,2019-01-11,19971,False,Iridescent Pearl Tricoat,CHEVROLET,Impala,5,111.7,4,4
29823,2019-01-03,13672,False,Tungsten Metallic,CHEVROLET,Cruze,5,106.3,4,4
29837,2019-01-05,18871,False,Iridescent Pearl Tricoat,CHEVROLET,Impala,5,111.7,4,4
29839,2019-01-03,17471,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29843,2018-12-11,16272,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29848,2018-01-30,18064,True,Red Tintcoat,CHEVROLET,Cruze,5,106.30,4,6
29850,2018-08-29,13943,True,Caribbean Blue Metallic,CHEVROLET,Spark,4,93.90,4,4
29853,2019-01-01,12472,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
29868,2018-11-15,11671,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
29883,2019-01-05,14871,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29888,2018-12-11,13971,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.40,4,4
29895,2018-05-22,19972,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29914,2018-12-07,14171,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29917,2018-11-21,13871,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
29922,2018-07-19,19167,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
29929,2018-12-27,15571,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
29938,2018-11-10,27550,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
29939,2018-11-10,27550,True,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
29940,2018-11-07,17672,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
29967,2018-11-07,17672,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
29971,2018-01-01,14772,True,Summit White,CHEVROLET,Cruze,5,106.30,4,4
29978,2018-11-27,26972,False,Black,CHEVROLET,Impala,5,111.7,4,4
29981,2018-11-06,13871,False,Mosaic Black Metallic,CHEVROLET,Sonic,5,99.4,4,4
29999,2018-01-08,15471,True,Black,CHEVROLET,Cruze,5,106.30,4,6
30004,2019-01-29,15871,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
30009,2019-01-03,23912,True,Shadow Gray Metallic,CHEVROLET,Malibu,5,111.40,4,4
30028,2018-11-07,16872,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
30033,2017-12-18,17338,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
30038,2019-01-15,15871,False,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
30044,2018-12-06,14172,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
30055,2018-12-29,14971,False,Tungsten Metallic,CHEVROLET,Cruze,5,106.3,4,4
30057,2018-12-21,15871,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
30062,2018-12-04,13172,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,4
30063,2018-11-07,16272,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.7,4,4
30069,2019-01-31,12972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.40,4,4
