,firstSeen,askPrice,isNew,color,brandName,modelName,vf_Seats,vf_WheelBaseShort,vf_Wheels,vf_Windows
3288127,2019-04-08,19634,False,Black,CHEVROLET,Impala,5,111.7,4,4
3288137,2019-02-05,52915,True,Black Raven,CADILLAC,XTS,5,111.70,4,4
3288209,2019-02-05,20633,True,Arctic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
3288236,2019-02-05,19920,True,Kinetic Blue Metallic,CHEVROLET,Sonic,5,99.40,4,4
3288316,2019-02-05,28973,True,Silver Ice Metallic,CHEVROLET,Impala,5,111.70,4,4
3288361,2019-02-05,21974,True,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3288362,2019-02-05,17473,True,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
3288389,2019-02-05,22441,True,Kinetic Blue Metallic,CHEVROLET,Cruze,5,106.3,4,4
3288402,2019-02-05,26795,True,Black,CHEVROLET,Impala,5,111.70,4,4
3288436,2019-02-27,19993,True,Blue Velvet Metallic,CHEVROLET,Malibu,5,111.4,4,4
3288440,2019-03-21,20130,True,Red Hot,CHEVROLET,Sonic,5,99.40,4,4
3288446,2019-02-05,19881,True,Summit White,CHEVROLET,Cruze,5,106.30,4,4
3288471,2017-06-16,30391,True,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
3288513,2019-02-05,16973,True,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3288514,2019-05-09,23230,True,Summit White,CHEVROLET,Malibu,5,111.40,4,4
3288544,2019-04-04,14535,False,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,6
3288572,2019-05-09,15494,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,6
3288621,2019-05-09,13187,False,Tungsten Metallic,CHEVROLET,Cruze,5,106.3,4,4
3288649,2019-02-05,32973,True,Iridescent Pearl Tricoat,CHEVROLET,Impala,5,111.70,4,4
3288714,2019-02-05,22076,True,Satin Steel Metallic,CHEVROLET,Cruze,5,106.3,4,4
3288721,2019-02-05,22466,True,Summit White,CHEVROLET,Cruze,5,106.30,4,6
3288728,2019-05-09,43875,True,Silver Ice Metallic,CHEVROLET,Bolt EV,5,102.40,4,4
3288739,2019-02-05,19793,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3288780,2019-02-05,60520,True,Crystal White Tricoat,CADILLAC,CTS,5,114.60,4,4
3288848,2019-02-05,19793,True,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3288912,2019-04-03,16935,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3288916,2019-05-09,16318,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3288960,2019-02-05,22473,True,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3289000,2019-06-12,29261,True,Silver Ice,CHEVROLET,Malibu,5,111.40,4,4
3289016,2019-02-05,17059,True,Kinetic Blue,CHEVROLET,Cruze,5,106.3,4,4
3289017,2019-02-05,25396,True,Mosaic Black,CHEVROLET,Malibu,5,111.4,4,4
3289097,2019-02-05,67280,True,Black Raven,CADILLAC,XTS,5,111.70,4,4
3289234,2019-06-12,18398,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,5,111.4,4,4
3289291,2019-02-05,25675,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3289311,2019-06-12,10995,False,Black,CHEVROLET,Sonic,5,99.40,4,4
3289429,2019-02-05,40025,True,Mosaic Black,CHEVROLET,Impala,5,111.70,4,4
3289537,2019-02-05,21974,True,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3289586,2019-02-05,24240,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3289587,2019-02-05,17020,True,Pepperdust,CHEVROLET,Malibu,5,111.4,4,4
3289626,2019-06-12,21463,True,Silver Ice,CHEVROLET,Malibu,5,111.40,4,4
3289728,2019-02-05,25396,True,Mosaic Black,CHEVROLET,Malibu,5,111.4,4,4
3289788,2019-06-12,40216,True,Black,CHEVROLET,Impala,5,111.70,4,4
3289789,2019-06-12,13998,True,Caribbean Blue,CHEVROLET,Spark,4,93.90,4,4
3289823,2019-02-05,35965,True,Nightfall Gray,CHEVROLET,Impala,5,111.70,4,4
3289849,2019-02-27,16498,True,Summit White,CHEVROLET,Cruze,5,106.30,4,4
3289861,2019-02-05,17998,True,Mosaic Black,CHEVROLET,Cruze,5,106.30,4,4
3289865,2019-02-05,19989,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3289866,2019-02-05,21998,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3289868,2019-02-05,24265,True,Mosaic Black,CHEVROLET,Malibu,5,111.40,4,4
3289883,2019-02-05,38610,True,Black,CHEVROLET,Impala,5,111.70,4,4
3289891,2019-02-05,16998,True,Mosaic Black,CHEVROLET,Cruze,5,106.30,4,4
3289963,2019-05-09,23033,True,Mosaic Black,CHEVROLET,Malibu,5,111.40,4,4
3289988,2019-06-30,18714,False,Heather Gray,CHEVROLET,Volt,5,106.10,4,6
3290082,2019-02-05,33475,True,Pepperdust,CHEVROLET,Impala,5,111.70,4,4
3290146,2019-06-12,19659,True,Silver Ice,CHEVROLET,Malibu,5,111.40,4,4
3290234,2019-06-12,12688,False,Summit White,CHEVROLET,Sonic,5,99.40,4,4
3290259,2019-02-05,35814,True,Pepperdust,CHEVROLET,Malibu,5,111.4,4,4
3290263,2019-02-05,23240,True,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3290264,2019-02-05,25645,True,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
3290340,2019-06-12,75660,True,Radiant Silver,CADILLAC,CT6,5,122.40,4,4
3290394,2017-08-09,18053,True,Pepperdust,CHEVROLET,Malibu,5,111.4,4,4
3290400,2019-07-26,58660,True,Black Raven,CADILLAC,CTS,5,114.60,4,4
3290579,2019-02-05,21864,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3290631,2019-02-05,15856,True,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3290840,2019-02-05,22973,True,Pepperdust,CHEVROLET,Malibu,5,111.4,4,4
3290842,2019-02-05,12858,True,Red Hot,CHEVROLET,Spark,4,93.90,4,4
3290895,2019-07-19,17580,True,Mosaic Black,CHEVROLET,Malibu,5,111.40,4,4
3290969,2019-05-09,16783,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3290982,2019-07-26,65835,True,Satin Steel,CADILLAC,CT6,5,122.40,4,4
3291098,2019-04-15,14253,True,Mosaic Black,CHEVROLET,Sonic,5,99.40,4,4
3291163,2019-02-05,26504,True,Pepperdust,CHEVROLET,Malibu,5,111.4,4,4
3291303,2019-05-09,17981,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3291308,2019-02-05,15255,True,Summit White,CHEVROLET,Spark,4,93.90,4,4
3291346,2019-02-05,25660,True,Summit White,CHEVROLET,Impala,5,111.70,4,4
3291367,2019-05-10,16858,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3291403,2019-05-09,17049,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3291417,2019-02-05,20364,True,Mosaic Black,CHEVROLET,Malibu,5,111.40,4,4
3291839,2019-04-15,14384,True,Nightfall Gray,CHEVROLET,Spark,4,93.90,4,4
3291840,2019-03-08,37520,True,Mosaic Black,CHEVROLET,Volt,5,106.10,4,6
3291841,2019-02-05,33585,True,Iridescent Pearl Tricoat,CHEVROLET,Volt,5,106.10,4,6
3291843,2019-09-12,18049,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
3291941,2019-02-05,50065,True,Black Raven,CADILLAC,XTS,5,111.70,4,4
3292046,2018-01-11,32543,True,Iridescent Pearl Tricoat,CHEVROLET,Malibu,5,111.4,4,4
3292137,2019-02-05,97680,True,Black Raven,CADILLAC,CTS,5,114.60,4,4
3292166,2019-09-26,0,False,Black,CHEVROLET,Impala,5,111.70,4,4
3292309,2019-10-01,22870,True,Summit White,CHEVROLET,Cruze,5,106.30,4,4
3292337,2019-02-05,44065,True,Satin Steel,CADILLAC,CTS,5,114.6,4,4
3292362,2019-02-05,17000,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3292386,2019-02-05,21000,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3292443,2019-09-10,26435,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3292729,2019-06-27,44925,True,Satin Steel,CADILLAC,CTS,5,114.60,4,4
3292819,2019-02-05,24858,True,Mosaic Black,CHEVROLET,Malibu,5,111.4,4,4
3292835,2019-09-30,18999,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
3292884,2019-10-03,13499,False,Mosaic Black,CHEVROLET,Cruze,5,106.3,4,4
3292938,2019-08-31,29230,True,Northsky Blue,CHEVROLET,Malibu,5,111.40,4,4
3292982,2019-10-23,27176,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,5,111.4,4,4
3293204,2019-02-05,22858,True,Sandy Ridge,CHEVROLET,Malibu,5,111.4,4,4
3293337,2019-03-27,40875,True,Mosaic Black,CHEVROLET,Bolt EV,5,102.40,4,4
3293338,2019-03-08,32700,True,Nightfall Gray,CHEVROLET,Bolt EV,5,102.40,4,4
3293427,2019-02-05,17858,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3293436,2019-03-13,13585,True,Red Hot,CHEVROLET,Sonic,5,99.4,4,4
3293480,2019-06-12,19858,True,Mosaic Black,CHEVROLET,Malibu,5,111.40,4,4
3293618,2019-02-05,16858,True,Kinetic Blue,CHEVROLET,Cruze,5,106.3,4,4
3293619,2019-02-05,15858,True,Kinetic Blue,CHEVROLET,Cruze,5,106.3,4,4
3293682,2019-02-05,17858,True,Pepperdust,CHEVROLET,Cruze,5,106.3,4,4
3293709,2019-02-05,16858,True,Kinetic Blue,CHEVROLET,Cruze,5,106.3,4,4
3293710,2019-02-05,18858,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3293772,2019-02-05,16858,True,Mosaic Black,CHEVROLET,Cruze,5,106.3,4,4
3293783,2019-02-05,17858,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3293811,2019-02-05,16858,True,Kinetic Blue,CHEVROLET,Cruze,5,106.3,4,4
3293812,2019-02-05,15015,True,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3293813,2019-02-05,16858,True,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
3293814,2018-02-21,16850,True,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3293823,2019-02-05,16858,True,Graphite,CHEVROLET,Cruze,5,106.3,4,4
3293848,2019-02-05,15858,True,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3293850,2019-02-05,24858,True,Mosaic Black,CHEVROLET,Malibu,5,111.4,4,4
3293852,2019-02-05,16000,True,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3293854,2019-02-05,17045,True,Blue Velvet,CHEVROLET,Malibu,5,111.4,4,4
3293855,2019-02-05,16858,True,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3293919,2019-11-26,0,False,Phantom Gray,CADILLAC,XTS,5,111.70,4,4
3293925,2019-11-27,16858,False,Graphite,CHEVROLET,Cruze,5,106.3,4,4
3293944,2019-08-20,16585,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3293951,2019-02-05,17858,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3293974,2019-02-27,15000,True,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3293980,2019-02-05,17858,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3293981,2019-02-05,18585,True,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3293982,2019-02-05,17858,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3293983,2019-02-05,18858,True,Sandy Ridge,CHEVROLET,Malibu,5,111.4,4,4
3294003,2019-11-27,0,False,Radiant Silver,CADILLAC,XTS,5,111.70,4,4
3294189,2019-02-05,25858,True,Nightfall Gray,CHEVROLET,Malibu,5,111.4,4,4
3294190,2019-02-05,17858,True,Pepperdust,CHEVROLET,Cruze,5,106.3,4,4
3294198,2019-11-27,0,False,Red Horizon Tintcoat,CADILLAC,XTS,5,111.70,4,4
3294239,2019-11-27,16858,False,Kinetic Blue,CHEVROLET,Cruze,5,106.3,4,4
3294283,2019-02-05,17858,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3294324,2019-02-05,18858,True,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3294338,2019-02-05,16858,True,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3294340,2019-02-05,15858,True,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
3294341,2019-02-05,16858,True,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3294342,2019-02-05,17858,True,Satin Steel Gray,CHEVROLET,Cruze,5,106.3,4,4
3294372,2017-06-23,24985,True,Summit White,CHEVROLET,Impala,5,111.7,4,4
3294402,2019-11-27,16858,False,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
3294449,2019-02-05,15858,True,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3294450,2019-11-04,16963,False,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3294537,2019-11-27,16858,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3294547,2019-11-27,16858,False,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3294558,2019-11-27,16758,False,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3294621,2019-02-05,17858,True,Cajun Red Tintcoat,CHEVROLET,Cruze,5,106.3,4,4
3294697,2019-11-27,15998,False,Mosaic Black,CHEVROLET,Malibu,5,111.4,4,4
3294711,2019-11-27,0,False,Stone Gray,CADILLAC,XTS,5,111.70,4,4
3294712,2019-11-27,17901,False,Silver Ice,CHEVROLET,Cruze,5,106.3,4,4
3294762,2019-11-26,0,False,Stellar Black,CADILLAC,XTS,5,111.70,4,4
3294851,2017-12-12,18858,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3294904,2019-11-26,0,False,Black Raven,CADILLAC,XTS,5,111.70,4,4
3294905,2019-11-27,18901,False,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3294922,2019-02-05,17858,True,Arctic Blue,CHEVROLET,Malibu,5,111.4,4,4
3295006,2019-09-11,22290,True,Satin Steel Gray,CHEVROLET,Cruze,5,106.30,4,4
3295009,2019-02-05,17858,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3295019,2019-02-05,15858,True,Red Hot,CHEVROLET,Cruze,5,106.3,4,4
3295020,2019-02-05,15785,True,Summit White,CHEVROLET,Sonic,5,99.40,4,4
3295070,2019-11-27,0,False,Black Raven,CADILLAC,CTS,5,114.6,4,4
3295077,2019-02-05,17858,True,Sandy Ridge,CHEVROLET,Malibu,5,111.4,4,4
3295124,2019-02-05,18585,True,Sandy Ridge,CHEVROLET,Malibu,5,111.4,4,4
3295237,2019-11-21,14998,False,Pepperdust,CHEVROLET,Malibu,5,111.4,4,4
3295463,2019-02-05,20858,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3295814,2019-12-26,18843,True,Silver Ice,CHEVROLET,Sonic,5,99.40,4,4
3296165,2019-02-05,20858,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.4,4,4
3296199,2019-12-13,19680,True,Nightfall Gray,CHEVROLET,Sonic,5,99.40,4,4
3296410,2020-02-22,10365,False,Arctic Blue,CHEVROLET,Sonic,5,99.4,4,4
3296507,2020-02-08,13235,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3296863,2020-02-18,19000,False,Kinetic Blue,CHEVROLET,Volt,5,106.1,4,6
3296942,2019-02-05,24864,True,Northsky Blue,CHEVROLET,Malibu,5,111.40,4,4
3296943,2019-06-15,25523,True,Shadow Gray,CHEVROLET,Malibu,5,111.40,4,4
3296944,2019-02-05,25231,True,Cajun Red Tintcoat,CHEVROLET,Malibu,5,111.40,4,4
3296945,2019-02-05,25016,True,Silver Ice,CHEVROLET,Malibu,5,111.40,4,4
3297478,2020-04-22,15489,False,Silver Ice,CHEVROLET,Malibu,5,111.4,4,4
3298003,2020-02-23,22249,True,Cayenne Orange,CHEVROLET,Sonic,5,99.40,4,4
3299036,2018-06-16,25950,False,Silver,CHEVROLET,Impala,5,111.7,4,4
3299068,2018-03-06,23600,False,White,CHEVROLET,Impala,5,111.7,4,4
3299328,2018-08-19,20995,True, White,CHEVROLET,Cruze,5,106.30,4,4
3299343,2019-04-13,0,True, Gray,CHEVROLET,Spark,4,93.90,4,4
3299344,2019-04-13,0,True, Orange,CHEVROLET,Spark,4,93.90,4,4
3299345,2019-04-13,0,True, White,CHEVROLET,Malibu,5,111.40,4,4
3299347,2019-04-13,0,True, White,CHEVROLET,Spark,4,93.90,4,4
3299348,2019-04-13,0,True, Black,CHEVROLET,Spark,4,93.90,4,4
3299349,2019-04-13,0,True, Silver,CHEVROLET,Cruze,5,106.30,4,4
3299351,2019-04-13,0,True, Silver,CHEVROLET,Cruze,5,106.30,4,4
3299352,2019-04-13,0,True, White,CHEVROLET,Cruze,5,106.30,4,4
3299353,2019-04-13,0,True, White,CHEVROLET,Cruze,5,106.3,4,6
3299372,2018-06-28,26500,False, White,CHEVROLET,Malibu,5,111.4,4,4
3299381,2019-04-13,0,True, Black,CHEVROLET,Spark,4,93.90,4,4
3299383,2019-06-12,0,True, Silver,CHEVROLET,Spark,4,93.90,4,4
3299388,2019-06-09,0,False, Silver,CHEVROLET,Cruze,5,106.3,4,4
3299395,2019-06-04,0,True, White,CHEVROLET,Sonic,5,99.40,4,4
3299400,2019-06-04,0,True, Red,CHEVROLET,Sonic,5,99.40,4,4
3299409,2019-07-02,0,True, Blue,CHEVROLET,Spark,4,93.90,4,4
3299413,2019-07-02,0,True, Black,CHEVROLET,Spark,4,93.90,4,4
3299429,2019-07-02,0,True, Red,CHEVROLET,Spark,4,93.90,4,4
3299432,2019-07-15,0,True, Gray,CHEVROLET,Malibu,5,111.40,4,4
3299441,2019-06-04,0,True, Blue,CHEVROLET,Sonic,5,99.40,4,4
3299443,2019-07-25,0,False, Black,CHEVROLET,Malibu,5,111.4,4,4
3299445,2019-06-05,0,True, Blue,CHEVROLET,Spark,4,93.90,4,4
3299447,2019-07-18,0,False, Silver,CHEVROLET,Cruze,5,106.3,4,6
3299449,2019-07-21,0,False, White,CHEVROLET,Malibu,5,111.4,4,4
3299459,2019-06-04,0,True, Gray,CHEVROLET,Sonic,5,99.40,4,4
3299460,2019-06-04,0,True, Blue,CHEVROLET,Sonic,5,99.40,4,4
3299470,2019-04-13,0,True, Orange,CHEVROLET,Spark,4,93.90,4,4
3299504,2020-03-21,14750,False,White,CHEVROLET,Malibu,5,111.4,4,4
3299525,2020-03-21,20250,False,White,CHEVROLET,Impala,5,111.70,4,4
3299529,2020-04-08,10990,False,Black,CHEVROLET,Cruze,5,106.3,4,4
3299561,2020-03-21,37995,False,White,CADILLAC,CT6,5,122.40,4,4
3299569,2020-03-21,15750,False,White,CHEVROLET,Malibu,5,111.4,4,4
3299592,2020-04-02,18290,True,Gray,CHEVROLET,Sonic,5,99.40,4,4
3299609,2020-03-21,22900,False,Black,CHEVROLET,Impala,5,111.70,4,4
3299626,2020-03-21,19500,False,Blue,CHEVROLET,Impala,5,111.70,4,4
3299641,2020-04-04,11900,False,White,CHEVROLET,Impala,5,111.7,4,4
3299670,2020-03-21,19500,False,Black,CHEVROLET,Malibu,5,111.40,4,4
3299708,2020-03-21,18650,False,Blue,CHEVROLET,Impala,5,111.70,4,4
3299734,2020-03-21,19500,False,Gray,CHEVROLET,Malibu,5,111.40,4,4
3299741,2020-03-21,20500,False,Black,BUICK,LaCrosse,5,114.4,4,4
3299751,2020-03-21,17995,False,Blue,CHEVROLET,Impala,5,111.70,4,4
3299772,2020-05-06,12990,False,Gray,CHEVROLET,Cruze,5,106.3,4,4
3299773,2020-05-06,15995,False,Beige,CHEVROLET,Malibu,5,111.4,4,4
3299775,2020-04-22,16495,False,Blue,CHEVROLET,Malibu,5,111.4,4,4
3299777,2020-03-21,18850,False,Gray,CHEVROLET,Impala,5,111.70,4,4
3299780,2020-03-21,17995,False,Blue,CHEVROLET,Malibu,5,111.40,4,4
3299781,2020-03-21,18850,False,White,CHEVROLET,Impala,5,111.70,4,4
3299798,2020-03-21,18750,False,Blue,CHEVROLET,Impala,5,111.70,4,4
3299799,2020-03-21,18750,False,White,CHEVROLET,Impala,5,111.70,4,4
3299801,2020-03-21,17995,False,White,CHEVROLET,Malibu,5,111.40,4,4
3299802,2020-03-21,18750,False,White,CHEVROLET,Impala,5,111.70,4,4
3299803,2020-03-21,18750,False,Blue,CHEVROLET,Impala,5,111.70,4,4
3299805,2020-03-21,18990,False,White,CHEVROLET,Impala,5,111.70,4,4
3299816,2020-03-21,18900,False,White,CHEVROLET,Impala,5,111.70,4,4
3299836,2020-03-21,18995,False,Gray,CHEVROLET,Malibu,5,111.40,4,4
3299902,2020-03-21,17995,False,Gray,CHEVROLET,Malibu,5,111.40,4,4
3299938,2018-05-15,0,False,Tungsten,CHEVROLET,Cruze,5,106.3,4,4
3300017,2018-06-27,22995,False,Crimson Red Tintcoat,BUICK,Regal,5,107.8,4,4
3300105,2018-03-15,15300,False,Summit White,CHEVROLET,Cruze,5,106.3,4,6
3300307,2018-09-15,26990,False,Summit White,BUICK,LaCrosse,5,114.4,4,4
3300348,2018-08-02,15000,False,Red Hot,CHEVROLET,Sonic,5,99.40,4,4
3300402,2019-01-06,28299,False,Black,CHEVROLET,Impala,5,111.7,4,4
3300440,2019-01-22,24499,False,Gray,CADILLAC,XTS,5,111.70,4,4
3300515,2018-09-15,16750,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3300518,2018-08-24,14990,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3300525,2019-01-22,24900,False,Summit White,BUICK,LaCrosse,5,114.4,4,4
3300529,2019-03-16,17500,False,Black,CHEVROLET,Cruze,5,106.3,4,4
3300542,2019-03-19,20300,False,White,CHEVROLET,Cruze,5,106.30,4,4
3300550,2019-03-20,22975,False,Black,CHEVROLET,Impala,5,111.7,4,4
3300593,2019-01-31,21900,False,Radiant Silver Metallic,CADILLAC,XTS,5,111.70,4,4
3300620,2018-07-01,14400,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
3300623,2019-03-19,21500,False,Quicksilver Metallic,BUICK,LaCrosse,5,114.4,4,4
3300643,2018-11-15,8900,False,Brimstone,CHEVROLET,Spark,4,93.9,4,4
3300682,2018-03-28,14900,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.40,4,4
3300683,2018-08-22,15800,False,Graphite Metallic,CHEVROLET,Cruze,5,106.3,4,6
3300690,2019-05-03,23299,False,Ebony,BUICK,Regal,5,111.4,4,6
3300708,2019-05-30,18300,False,White,CHEVROLET,Cruze,5,106.3,4,4
3300759,2019-03-20,19500,False,Pepperdust Metallic,CHEVROLET,Impala,5,111.7,4,4
3300796,2019-06-12,14700,False,Mosaic Black Metallic,CHEVROLET,Cruze,5,106.3,4,4
3300872,2019-07-26,16990,False,Quicksilver Metallic,BUICK,Regal,5,111.4,4,6
3300875,2019-05-30,16700,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3300895,2019-05-26,14990,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3300914,2019-08-29,26995,False,Black Raven,CADILLAC,XTS,5,111.7,4,4
3301002,2019-10-11,35495,False,White,CADILLAC,XTS,5,111.70,4,4
3301047,2019-10-24,19000,False,Gray,CHEVROLET,Malibu,5,111.4,4,4
3301194,2019-09-14,20999,False,Mosaic Black Metallic,CHEVROLET,Impala,5,111.70,4,4
3301235,2019-11-17,15400,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
3301318,2019-11-17,16850,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
3304748,2019-09-04,27749,False,Graphite Gray Metallic,BUICK,LaCrosse,5,114.4,4,4
3305476,2019-12-18,20995,False,Rioja Red Metallic,BUICK,Regal,5,111.4,4,6
3305539,2019-12-13,31795,False,Red Obsession Tintcoat,CADILLAC,CTS,5,114.60,4,4
3308420,2018-11-21,32600,False,Iridescent Pearl Tricoat,CHEVROLET,Impala,5,111.7,4,4
3308446,2018-09-28,22470,False,Blue Velvet Metallic,CHEVROLET,Impala,5,111.7,4,4
3308455,2018-11-28,20975,False,Nightfall Gray Metallic,CHEVROLET,Impala,5,111.7,4,4
3308458,2018-11-21,14975,False,Summit White,CHEVROLET,Cruze,5,106.3,4,4
3308459,2018-11-21,14975,False,Blue Velvet Metallic,CHEVROLET,Malibu,5,111.4,4,4
3308473,2018-11-02,14975,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3308482,2018-08-30,15975,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
3308515,2018-10-18,16475,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3308551,2018-10-28,17475,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
3308554,2018-10-05,17975,False,Silver Ice Metallic,CHEVROLET,Impala,5,111.7,4,4
3308556,2018-10-09,17720,False,Black,CHEVROLET,Impala,5,111.7,4,4
3308599,2018-09-28,18475,False,Summit White,CHEVROLET,Impala,5,111.7,4,4
3308630,2018-11-02,15975,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
3308649,2018-12-05,17975,False,Pepperdust Metallic,CHEVROLET,Impala,5,111.7,4,4
3308654,2018-11-02,15975,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3308690,2018-10-28,14975,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3308740,2018-12-15,17975,False,Black,CHEVROLET,Impala,5,111.7,4,4
3308751,2018-10-23,18775,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
3308795,2018-10-19,24475,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3308813,2018-12-05,17975,False,Blue Velvet Metallic,CHEVROLET,Impala,5,111.7,4,4
3308925,2018-11-28,15225,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3308948,2019-01-03,14975,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
3308987,2018-10-05,15655,False,Blue Velvet Metallic,CHEVROLET,Malibu,5,111.4,4,4
3309054,2019-01-16,14975,False,Silver Ice Metallic,CHEVROLET,Malibu,5,111.4,4,4
3309142,2018-11-24,13680,False,Silver Ice Metallic,CHEVROLET,Cruze,5,106.3,4,4
3309176,2019-01-11,19450,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.4,4,4
3309182,2018-10-31,13776,False,Mosaic Black Metallic,CHEVROLET,Malibu,5,111.40,4,4
3309187,2019-01-22,13566,False,Summit White,CHEVROLET,Malibu,5,111.40,4,4
3309271,2019-01-08,16530,False,Siren Red Tintcoat,CHEVROLET,Impala,5,111.7,4,4
3309306,2019-01-30,21632,False,Black,CHEVROLET,Impala,5,111.7,4,4
3309307,2019-01-16,19586,False,Nightfall Gray Metallic,CHEVROLET,Malibu,5,111.4,4,4
3309337,2019-01-25,21833,False,Black Raven,CADILLAC,XTS,5,111.70,4,4
3309352,2019-01-16,15787,False,Summit White,CHEVROLET,Malibu,5,111.4,4,4
3309382,2018-12-28,9453,False,Nightfall Gray Metallic,CHEVROLET,Sonic,5,99.4,4,4
3309383,2018-12-27,15998,False,Pepperdust Metallic,CHEVROLET,Impala,5,111.7,4,4
